epoch,train_loss,val_loss,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,93.1735610306263,5.684361672401428,0.0007,106.66749715805054,0.23126016,2.02375168
2,4.995232385396958,5.708130431175232,0.0007,94.92725443840027,0.23126016,2.01326592
3,4.809161466360092,5.210381579399109,0.0007,95.90768456459045,0.231371264,2.01326592
4,4.18506860435009,4.661849021911621,0.0007,94.8449478149414,0.2307712,2.01326592
5,3.68151850104332,4.128452622890473,0.0007,98.14980673789978,0.23056896,2.01326592
6,3.313300076127052,3.7663303136825563,0.0007,96.4836699962616,0.23126016,2.01326592
7,2.988283431529999,3.0036433815956114,0.0007,96.6013114452362,0.23126016,2.01326592
8,2.734033080935478,2.9207495212554933,0.0007,97.08919596672058,0.235408896,2.01326592
9,2.498428201675415,3.053513538837433,0.0007,94.80046486854553,0.23126016,2.01326592
10,2.3090990364551542,2.6083485960960386,0.0007,95.56464266777039,0.2307712,2.01326592
11,2.1432556450366973,2.5613600254058837,0.0007,98.28695011138916,0.2307712,2.01326592
12,1.9970227882266045,2.1243626713752746,0.0007,98.93197250366211,0.23056896,2.01326592
13,1.8750594407320023,2.0478563368320466,0.0007,95.53940415382385,0.23056896,2.01326592
14,1.7716367840766907,1.9389338433742522,0.0007,97.30828380584717,0.24232448,2.01326592
15,1.669316004216671,1.964294332265854,0.0007,95.83047747612,0.229185536,1.962934272
16,1.5938492134213447,1.7148910164833069,0.0007,97.36882376670837,0.249931776,2.01326592
17,1.5389243423938752,1.7953978180885315,0.0007,96.46374893188477,0.24232448,2.01326592
18,1.4727189540863037,1.6679185509681702,0.0007,96.71259760856628,0.238867456,2.01326592
19,1.432457758486271,1.5558981359004975,0.0007,96.69190621376038,0.23264256,2.01326592
20,1.382853390276432,1.5763088285923004,0.0007,97.60163164138794,0.23056896,2.01326592
21,1.3389254093170166,1.5025580644607544,0.0007,96.40418577194214,0.23126016,2.01326592
22,1.3019296780228615,1.4018388450145722,0.0007,97.84994173049927,0.24232448,2.01326592
23,1.2725543618202209,1.459566193819046,0.0007,96.84538412094116,0.23610112,2.01326592
24,1.2217678397893905,1.1565128028392793,0.0007,96.23610210418701,0.23126016,2.01326592
25,1.1370556831359864,0.7814725458621978,0.0007,96.97467470169067,0.23056896,2.01326592
26,0.94920988753438,0.668439844250679,0.0007,96.65110182762146,0.23195136,2.01326592
27,0.8166844964027404,0.5991871073842049,0.0007,95.7940902709961,0.23195136,2.01326592
28,0.7158306293189526,0.4662687748670578,0.0007,97.66275143623352,0.229876736,2.01326592
29,0.6186908014118672,0.4099666804075241,0.0007,96.86268615722656,0.249931776,2.17055232
30,0.5784896854311228,0.442081318795681,0.0007,98.13105583190918,0.23126016,2.01326592
31,0.510290403664112,0.4170369878411293,0.0007,97.21393156051636,0.24370688,2.01326592
32,0.4853077258914709,0.7728285998106003,0.0007,96.9734058380127,0.23056896,2.01326592
33,0.4734205037355423,0.43155361264944075,0.0007,96.4935839176178,0.23126016,2.01326592
34,0.40537121519446373,0.28609024062752725,0.0007,97.255441904068,0.23126016,2.01326592
35,0.41130631007254126,0.3478421375155449,0.0007,97.58862066268921,0.23126016,2.01326592
36,0.3798146415501833,0.31124337688088416,0.0007,96.80933332443237,0.23126016,2.01326592
37,0.3534192269667983,0.3006121374666691,0.0007,96.84978675842285,0.23126016,2.01326592
38,0.3384716773405671,0.6360531911253929,0.0007,96.57073140144348,0.230171136,2.01326592
39,0.704319741949439,0.4310151070356369,0.0007,97.64812135696411,0.23126016,2.01326592
40,0.4935693759471178,0.3969702020287514,0.0007,97.99514389038086,0.23610112,2.01326592
41,0.34235023725777863,0.3052542120218277,0.0007,96.6170003414154,0.231970816,2.01326592
42,0.3209345145151019,0.3103326313197613,0.0007,96.0888237953186,0.23195136,2.01326592
43,0.45689514447003604,0.4309512048959732,0.0007,96.8598005771637,0.23610112,2.01326592
44,0.45981024876236914,0.270872075855732,0.0007,95.1769118309021,0.23748352,2.01326592
45,0.35447400659322736,0.2405927561223507,0.0007,95.4667592048645,0.24232448,2.01326592
46,0.31560997664928436,0.21046660095453262,0.0007,95.29082989692688,0.23748352,2.01326592
47,0.28544731065630913,0.26523599997162817,0.0007,97.03510403633118,0.244399616,2.01326592
48,0.26111413054168225,0.23314345702528955,0.0007,97.2505271434784,0.229185536,2.01326592
49,0.25068164598196746,0.2568414330482483,0.0007,97.107004404068,0.23126016,2.01326592
50,0.23179068826138974,0.2200397826731205,0.0007,95.83522152900696,0.23610112,2.01326592
51,0.21190227679908274,0.1707982886582613,0.0007,93.58298993110657,0.229876736,2.01326592
52,0.19941898323595525,0.24284786880016326,0.0007,95.86975526809692,0.235408896,2.01326592
53,0.1982702192850411,0.22869317717850207,0.0007,98.53870797157288,0.23126016,2.01326592
54,0.1962786678224802,0.21252303943037987,0.0007,96.87648606300354,0.23126016,2.01326592
55,0.16904275324195622,0.19143235981464385,0.0007,95.23803663253784,0.226244096,2.01326592
56,0.16378458347171546,0.22590656876564025,0.0007,96.04248332977295,0.228494336,2.01326592
57,0.1595579861663282,0.20442175157368184,0.0007,95.3391125202179,0.23056896,2.01326592
58,0.15474162055179477,0.19639692530035974,0.0007,94.90982556343079,0.23056896,2.01326592
59,0.1510666866786778,0.18560233414173127,0.0007,96.39990544319153,0.23126016,2.01326592
60,0.1339386085048318,0.19934709668159484,0.0007,96.58115148544312,0.23748352,2.01326592
61,0.1225380462128669,0.1888302206993103,0.0007,95.39091992378235,0.23056896,2.01326592
62,0.12568660164251924,0.1698334261775017,0.0007,97.926602602005,0.23126016,2.01326592
63,0.1257574030198157,0.17799275405704976,0.0007,96.63507008552551,0.28727296,2.17055232
64,0.11682279212400318,0.19438569024205207,0.0007,96.97833275794983,0.23610112,2.01326592
65,0.11809435817413032,0.19813405126333236,0.0007,94.31874918937683,0.23679232,2.01326592
66,0.12259000036865472,0.2416771210730076,0.0007,97.12197685241699,0.229876736,2.01326592
67,0.11465825475752353,0.21363385543227195,0.0007,95.60172438621521,0.24232448,2.01326592
68,0.1230294268578291,0.1825655497610569,0.0007,95.10903286933899,0.23056896,2.01326592
69,0.10482370406389237,0.14256765097379684,0.0007,96.25735402107239,0.23056896,2.01326592
70,0.09288460309617222,0.1948380634188652,0.0007,96.76569175720215,0.23610112,2.01326592
71,0.10146386767737567,0.2021735653281212,0.0007,96.55738973617554,0.23748352,2.01326592
72,0.09838473415002227,0.1510772094130516,0.0007,95.14984393119812,0.23126016,2.01326592
73,0.0943357572890818,0.18797456622123718,0.0007,95.34054589271545,0.23126016,2.01326592
