epoch,train_loss,val_loss,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,242.79478979892417,242.30136489868164,1.36e-05,3.3977160453796387,0.019372544,0.07340032
2,231.2090946885406,215.18793487548828,1.7199999999999998e-05,2.760864496231079,0.019387392,0.075497472
3,184.90378307905354,138.9879961013794,2.0799999999999997e-05,2.5599277019500732,0.019418112,0.07340032
4,112.37692798551966,76.54091882705688,2.4399999999999997e-05,2.676628828048706,0.019380224,0.075497472
5,66.19789892728211,43.053603649139404,2.7999999999999996e-05,2.759254217147827,0.019425792,0.07340032
6,40.7975375066038,25.855152249336243,3.1599999999999996e-05,2.6716747283935547,0.019334656,0.07340032
7,27.007373653474403,16.697792172431946,3.5199999999999995e-05,2.5979723930358887,0.019350016,0.07340032
8,18.79179735652736,11.524275183677673,3.8799999999999994e-05,2.708833694458008,0.019296768,0.075497472
9,13.892670428166625,8.431190967559814,4.24e-05,2.6563167572021484,0.019273728,0.07340032
10,10.630150216524719,6.499607443809509,4.600000000000001e-05,2.6039841175079346,0.019455488,0.07340032
11,8.364269311310816,5.252930402755737,4.9600000000000006e-05,2.8712422847747803,0.019493376,0.07340032
12,6.861739619833524,4.4261026084423065,5.3200000000000006e-05,2.7917633056640625,0.019312128,0.075497472
13,5.854972698649422,3.8637276589870453,5.680000000000001e-05,2.754103422164917,0.019350016,0.075497472
14,5.078011544024358,3.47829669713974,6.0400000000000004e-05,2.607952117919922,0.019387392,0.075497472
15,4.5083425592203605,3.212742865085602,6.400000000000001e-05,2.770707130432129,0.019387392,0.07340032
16,4.066237695881577,3.0289436876773834,6.76e-05,2.6965622901916504,0.019327488,0.075497472
17,3.726721618996292,2.9025056064128876,7.120000000000001e-05,2.7374982833862305,0.019342336,0.07340032
18,3.5322426498913373,2.815342515707016,7.480000000000002e-05,2.703683614730835,0.019364864,0.075497472
19,3.320580365227871,2.7576547861099243,7.840000000000001e-05,2.727196216583252,0.019493376,0.07340032
20,3.1947157343880077,2.7204268127679825,8.200000000000001e-05,2.726787805557251,0.019402752,0.07340032
21,3.0557060358954256,2.6983909606933594,8.560000000000002e-05,2.74603533744812,0.019364864,0.07340032
22,2.9811739022614527,2.686522603034973,8.920000000000003e-05,2.835207223892212,0.019357184,0.075497472
23,2.9011346004048333,2.6823529452085495,9.280000000000002e-05,2.7826361656188965,0.019319808,0.07340032
24,2.839047146625206,2.682802602648735,9.640000000000001e-05,2.555588960647583,0.019395072,0.075497472
25,2.8066196949755557,2.6867071241140366,0.00010000000000000002,2.769103527069092,0.019380224,0.07340032
26,2.7789210335153047,2.693262994289398,9.999676998277918e-05,2.7844860553741455,0.019342336,0.075497472
27,2.75389913652764,2.7000402361154556,9.998708035265243e-05,2.7334060668945312,0.019350016,0.075497472
28,2.7287472349698425,2.7072013467550278,9.997093237417219e-05,2.6858479976654053,0.019402752,0.075497472
29,2.7121515860323044,2.7140369564294815,9.994832815474246e-05,2.8452963829040527,0.019402752,0.075497472
30,2.6984136886284,2.7205372154712677,9.991927064434373e-05,2.6870973110198975,0.019342336,0.075497472
31,2.698729773036769,2.726694405078888,9.988376363514814e-05,2.660545587539673,0.019463168,0.07340032
32,2.6855755008634974,2.732304885983467,9.984181176102435e-05,2.706923246383667,0.019380224,0.07340032
33,2.679701871559268,2.7368624806404114,9.979342049693306e-05,2.7695720195770264,0.019380224,0.07340032
34,2.6669827992798854,2.740541085600853,9.973859615821229e-05,2.708228826522827,0.019387392,0.07340032
35,2.6636906100101156,2.743580088019371,9.967734589975326e-05,2.8147034645080566,0.019312128,0.075497472
36,2.6562461735772307,2.745938867330551,9.960967771506668e-05,2.8384547233581543,0.019327488,0.07340032
37,2.6535322040808005,2.747425988316536,9.953560043523948e-05,2.927737236022949,0.019433472,0.07340032
38,2.6521637009792642,2.7484444230794907,9.945512372778235e-05,2.712970733642578,0.019350016,0.07340032
39,2.6550877563288955,2.7493002116680145,9.936825809536808e-05,2.519982099533081,0.019440128,0.07340032
40,2.650504002805616,2.7494492530822754,9.927501487446082e-05,2.694178819656372,0.019296768,0.07340032
41,2.6413751586538847,2.7489128410816193,9.917540623383672e-05,2.8189897537231445,0.019380224,0.075497472
42,2.6450307017467063,2.7483151108026505,9.906944517299577e-05,2.6260793209075928,0.019350016,0.07340032
43,2.6432918603303004,2.7477894872426987,9.895714552046529e-05,2.651864767074585,0.019402752,0.075497472
44,2.6325849744140126,2.7461319863796234,9.883852193199521e-05,2.7876219749450684,0.019493376,0.07340032
45,2.637481228249972,2.745370462536812,9.871358988864554e-05,2.612558126449585,0.019395072,0.075497472
46,2.6323812945944365,2.7437068074941635,9.858236569476576e-05,2.591104745864868,0.019395072,0.075497472
47,2.630522286305662,2.7418420761823654,9.844486647586726e-05,2.6215667724609375,0.019364864,0.075497472
48,2.6337139137455674,2.740114778280258,9.830111017638823e-05,2.7877724170684814,0.019478528,0.07340032
49,2.6222720263434236,2.737302705645561,9.815111555735179e-05,2.579803228378296,0.019289088,0.075497472
50,2.6252495421737922,2.7342289239168167,9.799490219391766e-05,2.7412431240081787,0.019312128,0.075497472
51,2.625694646209967,2.731824353337288,9.78324904728274e-05,2.8980531692504883,0.019364864,0.07340032
52,2.617119671868496,2.727455645799637,9.766390158974388e-05,2.953596830368042,0.019357184,0.075497472
53,2.6136976890876644,2.7243089824914932,9.748915754648512e-05,2.6678273677825928,0.019364864,0.07340032
54,2.611443242088693,2.720047354698181,9.730828114815288e-05,2.7503111362457275,0.019334656,0.07340032
