"# Training Configuration: epochs=300, batch_size=16"
"# Learning Rate: 0.0003, Weight Decay: 5e-06, Alpha: 0.8, Beta: 0.2"
# Timestamp: 2025-09-20 07:40:26

epoch,train_loss,val_loss,val_gloss_acc,val_cat_acc,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,4.295117378234863,4.178678141699897,0.009389671361502348,0.15023474178403756,0.0003,4.753572702407837,0.12112896,0.211812352
2,4.113842964172363,4.138179160930492,0.014084507042253521,0.1784037558685446,0.0003,4.070920705795288,0.12112896,0.211812352
3,4.0596923828125,4.052530456472327,0.02112676056338028,0.3028169014084507,0.0003,4.3147594928741455,0.12112896,0.211812352
4,3.9552247524261475,3.934782999533194,0.035211267605633804,0.431924882629108,0.0003,4.20693302154541,0.12112896,0.211812352
5,3.655566453933716,3.7906812650186046,0.03990610328638498,0.5469483568075117,0.0003,4.1887688636779785,0.12112896,0.211812352
6,3.7531371116638184,3.663402795791626,0.028169014084507043,0.5328638497652582,0.0003,4.175028562545776,0.12112896,0.211812352
7,3.288604736328125,3.5204264058007135,0.04225352112676056,0.6995305164319249,0.0003,4.284935474395752,0.12112896,0.211812352
8,3.688232660293579,3.3764241448155157,0.07746478873239436,0.7488262910798122,0.0003,4.249096155166626,0.12112896,0.211812352
9,3.127227783203125,3.2693968967155174,0.08215962441314555,0.7629107981220657,0.0003,4.070893287658691,0.12112896,0.211812352
10,3.3225159645080566,3.1984880941885487,0.08685446009389672,0.715962441314554,0.0003,3.965017080307007,0.12112896,0.211812352
11,3.2401976585388184,3.0071662355352333,0.13615023474178403,0.8356807511737089,0.0003,4.186079025268555,0.12112896,0.211812352
12,2.8873565196990967,2.9131199253929987,0.11267605633802817,0.823943661971831,0.0003,4.1653666496276855,0.12112896,0.211812352
13,2.87107253074646,2.7922881267688893,0.1267605633802817,0.892018779342723,0.0003,4.228642702102661,0.12112896,0.211812352
14,2.678515672683716,2.741628726323446,0.1267605633802817,0.8873239436619719,0.0003,4.2611143589019775,0.12112896,0.211812352
15,2.744227647781372,2.671213874110469,0.11267605633802817,0.8661971830985915,0.0003,4.172327041625977,0.12112896,0.211812352
16,2.404484987258911,2.579889588885837,0.15492957746478872,0.9014084507042254,0.0003,4.187038898468018,0.12112896,0.211812352
17,2.503735303878784,2.497203085157606,0.1619718309859155,0.9131455399061033,0.0003,4.114149808883667,0.12112896,0.211812352
18,2.265286922454834,2.4462721524415194,0.1596244131455399,0.9061032863849765,0.0003,4.182256698608398,0.12112896,0.211812352
19,2.3991355895996094,2.388829646287141,0.17136150234741784,0.9248826291079812,0.0003,3.9825196266174316,0.12112896,0.211812352
20,2.165813684463501,2.380193904594139,0.1784037558685446,0.9107981220657277,0.0003,4.206585645675659,0.12112896,0.211812352
21,2.651616096496582,2.2878847740314625,0.19014084507042253,0.9389671361502347,0.0003,4.1016669273376465,0.12112896,0.211812352
22,2.290173053741455,2.2531872678686073,0.19718309859154928,0.9483568075117371,0.0003,4.192551851272583,0.12112896,0.211812352
