Model,Actual Gloss Label,Total Ground Truth,Predicted Gloss Label,Number of Confusions,Percentage of Confusions,Notes
IV3-GRU,DARK (84),74,WEELCHAIR PERSON (68),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,BLIND (69),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,DEAF BLIND (70),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,MARRIED (71),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,LIGHT (83),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,SHRIMP (93),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,CRAB (94),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,COLD (96),2,2.70%,Low Confusion
IV3-GRU,DARK (84),74,COFFEE (99),1,1.35%,Low Confusion
IV3-GRU,DARK (84),74,BEER (101),1,1.35%,Low Confusion
IV3-GRU,BREAD (85),91,GOOD AFTERNOON (1),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,GOOD EVENING (2),2,2.20%,Low Confusion
IV3-GRU,BREAD (85),91,HELLO (3),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,THANK YOU (7),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,NO (14),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,TEN (29),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,MAY (34),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,AUGUST (37),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,SEPTEMBER (38),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,MONDAY (42),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,WEDNESDAY (44),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,FRIDAY (46),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,DAUGHTER (55),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,COUSIN (60),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,GIRL (63),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,MAN (64),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,DEAF (66),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,MARRIED (71),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,BLACK (76),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,PINK (81),2,2.20%,Low Confusion
IV3-GRU,BREAD (85),91,VIOLET (82),2,2.20%,Low Confusion
IV3-GRU,BREAD (85),91,DARK (84),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,FISH (87),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,MEAT (88),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,JUICE (97),1,1.10%,Low Confusion
IV3-GRU,BREAD (85),91,TEA (100),1,1.10%,Low Confusion
IV3-GRU,EGG (86),89,GOOD AFTERNOON (1),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,HOW ARE YOU (4),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,IM FINE (5),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,SEE YOU TOMORROW (9),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,NO (14),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,TWO (21),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,SEVEN (26),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,JULY (36),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,SEPTEMBER (38),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,MONDAY (42),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,TUESDAY (43),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,SATURDAY (47),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,FATHER (52),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,PARENTS (61),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,DEAF (66),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,BLIND (69),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,DEAF BLIND (70),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,BROWN (75),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,YELLOW (78),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,GRAY (80),2,2.25%,Low Confusion
IV3-GRU,EGG (86),89,LIGHT (83),2,2.25%,Low Confusion
IV3-GRU,EGG (86),89,LONGANISA (92),5,5.62%,Moderate Confusion
IV3-GRU,EGG (86),89,HOT (95),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,COLD (96),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,COFFEE (99),1,1.12%,Low Confusion
IV3-GRU,EGG (86),89,TEA (100),1,1.12%,Low Confusion
IV3-GRU,FISH (87),92,GOOD EVENING (2),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,SEE YOU TOMORROW (9),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,KNOW (12),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,CORRECT (17),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,ONE (20),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,JUNE (35),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,JULY (36),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,WEDNESDAY (44),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,YESTERDAY (51),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,FATHER (52),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,SON (54),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,DAUGHTER (55),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,GIRL (63),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,WOMAN (65),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,DEAF (66),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,HARD OF HEARING (67),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,DEAF BLIND (70),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,GREEN (73),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,RED (74),2,2.17%,Low Confusion
IV3-GRU,FISH (87),92,PINK (81),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,LIGHT (83),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,RICE (91),3,3.26%,Low Confusion
IV3-GRU,FISH (87),92,JUICE (97),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,MILK (98),2,2.17%,Low Confusion
IV3-GRU,FISH (87),92,COFFEE (99),1,1.09%,Low Confusion
IV3-GRU,FISH (87),92,TEA (100),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,GOOD MORNING (0),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,GOOD EVENING (2),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,HELLO (3),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,NICE TO MEET YOU (6),2,2.17%,Low Confusion
IV3-GRU,MEAT (88),92,DON'T UNDERSTAND (11),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,NO (14),2,2.17%,Low Confusion
IV3-GRU,MEAT (88),92,YES (15),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,TWO (21),3,3.26%,Low Confusion
IV3-GRU,MEAT (88),92,NINE (28),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,MARCH (32),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,JULY (36),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,WEDNESDAY (44),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,THURSDAY (45),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,TODAY (49),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,GRANDMOTHER (57),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,PARENTS (61),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,MAN (64),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,DEAF (66),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,BLIND (69),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,DEAF BLIND (70),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,BLUE (72),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,VIOLET (82),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,DARK (84),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,CRAB (94),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,COFFEE (99),1,1.09%,Low Confusion
IV3-GRU,MEAT (88),92,SUGAR (103),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,IM FINE (5),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,NO (14),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,THREE (22),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,FOUR (23),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,TEN (29),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,JANUARY (30),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,MARCH (32),2,2.17%,Low Confusion
IV3-GRU,CHICKEN (89),92,JULY (36),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,DECEMBER (41),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,FRIDAY (46),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,TODAY (49),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,DAUGHTER (55),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,UNCLE (58),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,AUNTIE (59),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,COUSIN (60),2,2.17%,Low Confusion
IV3-GRU,CHICKEN (89),92,MARRIED (71),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,BLUE (72),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,GREEN (73),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,WHITE (77),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,YELLOW (78),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,COLD (96),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,JUICE (97),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,MILK (98),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,TEA (100),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,WINE (102),1,1.09%,Low Confusion
IV3-GRU,CHICKEN (89),92,NO SUGAR (104),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,HELLO (3),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,THANK YOU (7),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DON'T UNDERSTAND (11),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DON'T KNOW (13),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,NO (14),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,YES (15),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,CORRECT (17),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,MAY (34),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,AUGUST (37),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,SEPTEMBER (38),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DECEMBER (41),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,WEDNESDAY (44),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,THURSDAY (45),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,SUNDAY (48),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,FATHER (52),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DAUGHTER (55),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,GRANDMOTHER (57),3,3.26%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DEAF (66),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,DEAF BLIND (70),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,GRAY (80),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,LIGHT (83),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,BREAD (85),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,RICE (91),2,2.17%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,HOT (95),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,TEA (100),1,1.09%,Low Confusion
IV3-GRU,SPAGHETTI (90),92,SUGAR (103),1,1.09%,Low Confusion
IV3-GRU,RICE (91),88,GOOD MORNING (0),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,HELLO (3),2,2.27%,Low Confusion
IV3-GRU,RICE (91),88,HOW ARE YOU (4),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,NICE TO MEET YOU (6),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,SEE YOU TOMORROW (9),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,DON'T KNOW (13),2,2.27%,Low Confusion
IV3-GRU,RICE (91),88,NO (14),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,YES (15),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,SIX (25),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,EIGHT (27),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,TEN (29),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,FEBRUARY (31),2,2.27%,Low Confusion
IV3-GRU,RICE (91),88,MARCH (32),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,AUGUST (37),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,NOVEMBER (40),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,WEDNESDAY (44),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,SUNDAY (48),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,TODAY (49),2,2.27%,Low Confusion
IV3-GRU,RICE (91),88,TOMORROW (50),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,DAUGHTER (55),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,COUSIN (60),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,DEAF (66),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,DEAF BLIND (70),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,MARRIED (71),3,3.41%,Low Confusion
IV3-GRU,RICE (91),88,RED (74),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,ORANGE (79),2,2.27%,Low Confusion
IV3-GRU,RICE (91),88,GRAY (80),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,DARK (84),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,CHICKEN (89),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,SHRIMP (93),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,COFFEE (99),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,WINE (102),1,1.14%,Low Confusion
IV3-GRU,RICE (91),88,SUGAR (103),1,1.14%,Low Confusion
IV3-GRU,LONGANISA (92),89,HOW ARE YOU (4),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,NICE TO MEET YOU (6),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,SEE YOU TOMORROW (9),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,FAST (19),3,3.37%,Low Confusion
IV3-GRU,LONGANISA (92),89,FOUR (23),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,TEN (29),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,JANUARY (30),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,APRIL (33),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,JUNE (35),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,OCTOBER (39),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,WEDNESDAY (44),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,SATURDAY (47),2,2.25%,Low Confusion
IV3-GRU,LONGANISA (92),89,DAUGHTER (55),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,GIRL (63),2,2.25%,Low Confusion
IV3-GRU,LONGANISA (92),89,DEAF (66),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,BLUE (72),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,GREEN (73),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,RED (74),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,ORANGE (79),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,GRAY (80),2,2.25%,Low Confusion
IV3-GRU,LONGANISA (92),89,PINK (81),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,LIGHT (83),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,DARK (84),2,2.25%,Low Confusion
IV3-GRU,LONGANISA (92),89,JUICE (97),3,3.37%,Low Confusion
IV3-GRU,LONGANISA (92),89,BEER (101),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,WINE (102),1,1.12%,Low Confusion
IV3-GRU,LONGANISA (92),89,SUGAR (103),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,HELLO (3),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,NO (14),2,2.25%,Low Confusion
IV3-GRU,SHRIMP (93),89,TWO (21),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,FIVE (24),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,SEVEN (26),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,FEBRUARY (31),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,APRIL (33),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,SEPTEMBER (38),2,2.25%,Low Confusion
IV3-GRU,SHRIMP (93),89,DECEMBER (41),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,MONDAY (42),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,WEDNESDAY (44),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,MOTHER (53),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,DAUGHTER (55),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,GIRL (63),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,MAN (64),2,2.25%,Low Confusion
IV3-GRU,SHRIMP (93),89,WOMAN (65),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,WEELCHAIR PERSON (68),2,2.25%,Low Confusion
IV3-GRU,SHRIMP (93),89,DEAF BLIND (70),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,LIGHT (83),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,BREAD (85),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,RICE (91),4,4.49%,Low Confusion
IV3-GRU,SHRIMP (93),89,LONGANISA (92),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,CRAB (94),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,HOT (95),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,MILK (98),1,1.12%,Low Confusion
IV3-GRU,SHRIMP (93),89,TEA (100),1,1.12%,Low Confusion
IV3-GRU,CRAB (94),95,GOOD MORNING (0),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,GOOD EVENING (2),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,HELLO (3),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,NO (14),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,SLOW (18),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,FAST (19),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,SIX (25),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,FEBRUARY (31),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,AUGUST (37),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,OCTOBER (39),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,NOVEMBER (40),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,DECEMBER (41),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,WEDNESDAY (44),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,DAUGHTER (55),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,UNCLE (58),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,COUSIN (60),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,GIRL (63),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,WOMAN (65),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,DEAF (66),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,DEAF BLIND (70),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,MARRIED (71),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,GREEN (73),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,BROWN (75),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,PINK (81),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,LONGANISA (92),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,JUICE (97),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,MILK (98),2,2.11%,Low Confusion
IV3-GRU,CRAB (94),95,COFFEE (99),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,TEA (100),4,4.21%,Low Confusion
IV3-GRU,CRAB (94),95,BEER (101),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,WINE (102),1,1.05%,Low Confusion
IV3-GRU,CRAB (94),95,NO SUGAR (104),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,GOOD MORNING (0),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,THANK YOU (7),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,SEE YOU TOMORROW (9),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,DON'T UNDERSTAND (11),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,YES (15),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,WRONG (16),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,CORRECT (17),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,FAST (19),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,FOUR (23),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,TEN (29),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,JUNE (35),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,SEPTEMBER (38),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,OCTOBER (39),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,THURSDAY (45),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,FATHER (52),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,DAUGHTER (55),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,UNCLE (58),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,COUSIN (60),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,GIRL (63),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,WOMAN (65),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,DEAF (66),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,WEELCHAIR PERSON (68),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,DEAF BLIND (70),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,BLUE (72),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,YELLOW (78),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,PINK (81),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,BREAD (85),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,CHICKEN (89),2,2.11%,Low Confusion
IV3-GRU,HOT (95),95,CRAB (94),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,MILK (98),1,1.05%,Low Confusion
IV3-GRU,HOT (95),95,SUGAR (103),1,1.05%,Low Confusion
IV3-GRU,COLD (96),100,GOOD MORNING (0),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,GOOD EVENING (2),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,SEE YOU TOMORROW (9),2,2.00%,Low Confusion
IV3-GRU,COLD (96),100,CORRECT (17),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,ONE (20),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,SIX (25),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,NINE (28),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,MARCH (32),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,APRIL (33),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,JULY (36),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,DECEMBER (41),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,WEDNESDAY (44),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,SATURDAY (47),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,SON (54),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,DAUGHTER (55),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,GRANDMOTHER (57),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,AUNTIE (59),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,BLACK (76),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,WHITE (77),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,GRAY (80),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,LIGHT (83),2,2.00%,Low Confusion
IV3-GRU,COLD (96),100,BREAD (85),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,CHICKEN (89),1,1.00%,Low Confusion
IV3-GRU,COLD (96),100,LONGANISA (92),2,2.00%,Low Confusion
IV3-GRU,COLD (96),100,CRAB (94),1,1.00%,Low Confusion
IV3-GRU,JUICE (97),98,GOOD MORNING (0),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,YOURE WELCOME (8),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,NO (14),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,YES (15),2,2.04%,Low Confusion
IV3-GRU,JUICE (97),98,TWO (21),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,FOUR (23),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,FIVE (24),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,TEN (29),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,MAY (34),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,AUGUST (37),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,SEPTEMBER (38),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,OCTOBER (39),1,1.02%,Low Confusion
IV3-GRU,JUICE (97),98,NOVEMBER (40),1,1.02%,Low Confusion
