Actual Gloss/Category Label,Total Ground Truth,Predicted Gloss/Category Label,Number of Confusions,Percentage of Confusions,Interpretation
VIOLET,32,FATHER,1,3.12,Low Confusion
VIOLET,32,CORRECT,1,3.12,Low Confusion
VIOLET,32,THREE,1,3.12,Low Confusion
VIOLET,32,DON’T KNOW,1,3.12,Low Confusion
VIOLET,32,DAUGHTER,1,3.12,Low Confusion
VIOLET,32,MARRIED,1,3.12,Low Confusion
VIOLET,32,FRIDAY,1,3.12,Low Confusion
WEDNESDAY,29,MAN,1,3.45,Low Confusion
WEDNESDAY,29,GRAY,1,3.45,Low Confusion
WEDNESDAY,29,SIX,1,3.45,Low Confusion
WEDNESDAY,29,NO,1,3.45,Low Confusion
WEDNESDAY,29,COFFEE,1,3.45,Low Confusion
WEDNESDAY,29,FIVE,1,3.45,Low Confusion
WEDNESDAY,29,WEELCHAIR PERSON,1,3.45,Low Confusion
WEDNESDAY,29,PINK,1,3.45,Low Confusion
WEELCHAIR PERSON,25,WEDNESDAY,2,8.0,Moderate Confusion
WEELCHAIR PERSON,25,THURSDAY,1,4.0,Low Confusion
WEELCHAIR PERSON,25,MONDAY,1,4.0,Low Confusion
WEELCHAIR PERSON,25,TODAY,1,4.0,Low Confusion
WEELCHAIR PERSON,25,VIOLET,1,4.0,Low Confusion
WEELCHAIR PERSON,25,DON’T KNOW,1,4.0,Low Confusion
WEELCHAIR PERSON,25,THANK YOU,1,4.0,Low Confusion
WEELCHAIR PERSON,25,HOW ARE YOU,1,4.0,Low Confusion
WEELCHAIR PERSON,25,AUGUST,1,4.0,Low Confusion
WEELCHAIR PERSON,25,SATURDAY,1,4.0,Low Confusion
WEELCHAIR PERSON,25,GRANDMOTHER,1,4.0,Low Confusion
WEELCHAIR PERSON,25,DECEMBER,1,4.0,Low Confusion
WEELCHAIR PERSON,25,BLUE,1,4.0,Low Confusion
WEELCHAIR PERSON,25,FEBRUARY,1,4.0,Low Confusion
WEELCHAIR PERSON,25,MOTHER,1,4.0,Low Confusion
WEELCHAIR PERSON,25,UNDERSTAND,1,4.0,Low Confusion
WEELCHAIR PERSON,25,WRONG,1,4.0,Low Confusion
WHITE,21,TEA,2,9.52,Moderate Confusion
WHITE,21,HELLO,2,9.52,Moderate Confusion
WHITE,21,COUSIN,2,9.52,Moderate Confusion
WHITE,21,MARRIED,1,4.76,Low Confusion
WHITE,21,BLUE,1,4.76,Low Confusion
WHITE,21,SLOW,1,4.76,Low Confusion
WHITE,21,DECEMBER,1,4.76,Low Confusion
WHITE,21,FATHER,1,4.76,Low Confusion
WHITE,21,RICE,1,4.76,Low Confusion
WHITE,21,AUNTIE,1,4.76,Low Confusion
WHITE,21,CHICKEN,1,4.76,Low Confusion
WHITE,21,GIRL,1,4.76,Low Confusion
WINE,26,NOVEMBER,2,7.69,Moderate Confusion
WINE,26,WRONG,1,3.85,Low Confusion
WINE,26,FOUR,1,3.85,Low Confusion
WINE,26,EGG,1,3.85,Low Confusion
WINE,26,SHRIMP,1,3.85,Low Confusion
WINE,26,SEE YOU TOMORROW,1,3.85,Low Confusion
WINE,26,DEAF,1,3.85,Low Confusion
WINE,26,MEAT,1,3.85,Low Confusion
WINE,26,BOY,1,3.85,Low Confusion
WINE,26,WOMAN,1,3.85,Low Confusion
WINE,26,AUNTIE,1,3.85,Low Confusion
WOMAN,29,HOT,1,3.45,Low Confusion
WOMAN,29,GIRL,1,3.45,Low Confusion
WOMAN,29,WRONG,1,3.45,Low Confusion
WOMAN,29,HELLO,1,3.45,Low Confusion
WOMAN,29,WEDNESDAY,1,3.45,Low Confusion
WOMAN,29,SEE YOU TOMORROW,1,3.45,Low Confusion
WOMAN,29,TEA,1,3.45,Low Confusion
WOMAN,29,BEER,1,3.45,Low Confusion
WOMAN,29,DAUGHTER,1,3.45,Low Confusion
WOMAN,29,RED,1,3.45,Low Confusion
WOMAN,29,GRANDMOTHER,1,3.45,Low Confusion
WRONG,30,SEE YOU TOMORROW,2,6.67,Moderate Confusion
WRONG,30,SHRIMP,1,3.33,Low Confusion
WRONG,30,GRANDMOTHER,1,3.33,Low Confusion
WRONG,30,BLIND,1,3.33,Low Confusion
WRONG,30,BLACK,1,3.33,Low Confusion
WRONG,30,FRIDAY,1,3.33,Low Confusion
WRONG,30,DAUGHTER,1,3.33,Low Confusion
WRONG,30,SATURDAY,1,3.33,Low Confusion
WRONG,30,DARK,1,3.33,Low Confusion
YELLOW,29,GREEN,3,10.34,High Confusion
YELLOW,29,FATHER,2,6.9,Moderate Confusion
YELLOW,29,SUNDAY,1,3.45,Low Confusion
YELLOW,29,LONGANISA,1,3.45,Low Confusion
YELLOW,29,NOVEMBER,1,3.45,Low Confusion
YELLOW,29,WRONG,1,3.45,Low Confusion
YELLOW,29,SON,1,3.45,Low Confusion
YELLOW,29,DEAF BLIND,1,3.45,Low Confusion
YELLOW,29,BREAD,1,3.45,Low Confusion
YELLOW,29,GRANDMOTHER,1,3.45,Low Confusion
YELLOW,29,GIRL,1,3.45,Low Confusion
YELLOW,29,DECEMBER,1,3.45,Low Confusion
YELLOW,29,BROWN,1,3.45,Low Confusion
YES,33,DARK,1,3.03,Low Confusion
YES,33,NICE TO MEET YOU,1,3.03,Low Confusion
YES,33,HARD OF HEARING,1,3.03,Low Confusion
YES,33,TEA,1,3.03,Low Confusion
YES,33,GOOD MORNING,1,3.03,Low Confusion
YES,33,SPAGHETTI,1,3.03,Low Confusion
YES,33,BLUE,1,3.03,Low Confusion
YES,33,NO,1,3.03,Low Confusion
YES,33,NO SUGAR,1,3.03,Low Confusion
YES,33,PINK,1,3.03,Low Confusion
YES,33,SUNDAY,1,3.03,Low Confusion
YES,33,DEAF BLIND,1,3.03,Low Confusion
YES,33,COUSIN,1,3.03,Low Confusion
YESTERDAY,21,COFFEE,1,4.76,Low Confusion
YESTERDAY,21,JANUARY,1,4.76,Low Confusion
YESTERDAY,21,WRONG,1,4.76,Low Confusion
YESTERDAY,21,THANK YOU,1,4.76,Low Confusion
YESTERDAY,21,HARD OF HEARING,1,4.76,Low Confusion
YESTERDAY,21,CORRECT,1,4.76,Low Confusion
YESTERDAY,21,MEAT,1,4.76,Low Confusion
YESTERDAY,21,WINE,1,4.76,Low Confusion
YESTERDAY,21,SEE YOU TOMORROW,1,4.76,Low Confusion
YESTERDAY,21,GOOD EVENING,1,4.76,Low Confusion
YESTERDAY,21,DARK,1,4.76,Low Confusion
YESTERDAY,21,COUSIN,1,4.76,Low Confusion
YESTERDAY,21,LIGHT,1,4.76,Low Confusion
YESTERDAY,21,NICE TO MEET YOU,1,4.76,Low Confusion
YESTERDAY,21,SUGAR,1,4.76,Low Confusion
YESTERDAY,21,BLUE,1,4.76,Low Confusion
YOURE WELCOME,30,DON’T UNDERSTAND,2,6.67,Moderate Confusion
YOURE WELCOME,30,BROWN,1,3.33,Low Confusion
YOURE WELCOME,30,BREAD,1,3.33,Low Confusion
YOURE WELCOME,30,TODAY,1,3.33,Low Confusion
YOURE WELCOME,30,BLIND,1,3.33,Low Confusion
YOURE WELCOME,30,SEE YOU TOMORROW,1,3.33,Low Confusion
YOURE WELCOME,30,TWO,1,3.33,Low Confusion
YOURE WELCOME,30,MARCH,1,3.33,Low Confusion
YOURE WELCOME,30,SEPTEMBER,1,3.33,Low Confusion
YOURE WELCOME,30,SPAGHETTI,1,3.33,Low Confusion
YOURE WELCOME,30,JANUARY,1,3.33,Low Confusion
YOURE WELCOME,30,GRANDFATHER,1,3.33,Low Confusion
YOURE WELCOME,30,RICE,1,3.33,Low Confusion
YOURE WELCOME,30,FISH,1,3.33,Low Confusion
YOURE WELCOME,30,YESTERDAY,1,3.33,Low Confusion
YOURE WELCOME,30,THREE,1,3.33,Low Confusion
YOURE WELCOME,30,SLOW,1,3.33,Low Confusion
YOURE WELCOME,30,HARD OF HEARING,1,3.33,Low Confusion
