"# Training Configuration: epochs=300, batch_size=16"
"# Learning Rate: 0.0001, Weight Decay: 0.00025, Alpha: 0.8, Beta: 0.2"
# Timestamp: 2025-10-31 03:19:40

epoch,train_loss,val_loss,val_gloss_acc,val_cat_acc,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,4.1412353515625,4.165406510233879,0.01728201099764336,0.19560094265514533,1.36e-05,13.970842838287354,0.057830912,0.14680064
2,3.832409620285034,3.90117729306221,0.01610369206598586,0.20856245090337786,1.7199999999999998e-05,15.903419017791748,0.057830912,0.14680064
3,3.91558837890625,3.741357056796551,0.014532600157109192,0.23762765121759624,2.0799999999999997e-05,14.850754499435425,0.057830912,0.14680064
4,3.701403856277466,3.6247576758265496,0.024351924587588374,0.25765907305577374,2.4399999999999997e-05,15.773287296295166,0.057830912,0.14680064
5,3.6209349632263184,3.4562170028686525,0.04948939512961508,0.2992930086410055,2.7999999999999996e-05,14.253427267074585,0.057830912,0.14680064
6,3.5076568126678467,3.2782664477825163,0.06716417910447761,0.3232521602513747,3.1599999999999996e-05,13.320226430892944,0.057830912,0.14680064
7,3.164416551589966,3.047769269347191,0.12136684996072271,0.39630793401413983,3.5199999999999995e-05,15.661633253097534,0.057830912,0.14680064
8,3.1545472145080566,2.890491722524166,0.1347211311861744,0.40730557737627654,3.8799999999999994e-05,12.48103380203247,0.057830912,0.14680064
9,2.682260751724243,2.8209876373410223,0.14021995286724273,0.41987431264728986,4.24e-05,12.393520593643188,0.057830912,0.14680064
10,3.0202720165252686,2.570922988653183,0.1838177533385703,0.4673998428908091,4.600000000000001e-05,13.48858118057251,0.057830912,0.14680064
11,2.4653472900390625,2.4496539659798144,0.21484681853888452,0.4744697564807541,4.9600000000000006e-05,11.105624675750732,0.057830912,0.14680064
12,3.132249355316162,2.506125908344984,0.19206598586017282,0.47172034564022,5.3200000000000006e-05,16.30312442779541,0.057830912,0.14680064
13,2.782641649246216,2.2815558284521105,0.25294579732914374,0.5027494108405341,5.680000000000001e-05,9.788282871246338,0.057830912,0.14680064
14,2.546778917312622,2.2732504777610303,0.2670856245090338,0.516496465043205,6.0400000000000004e-05,12.922410726547241,0.057830912,0.14680064
15,2.536565065383911,2.0735169649124146,0.31814611154752553,0.5447761194029851,6.400000000000001e-05,16.42586588859558,0.057830912,0.14680064
16,2.598041534423828,2.128201523423195,0.29732914375490965,0.5345640219952867,6.76e-05,16.647512674331665,0.057830912,0.14680064
17,2.6900246143341064,1.929603961110115,0.36370777690494893,0.5483110761979576,7.120000000000001e-05,15.91464614868164,0.057830912,0.14680064
18,1.5867486000061035,1.8965284578502177,0.3629222309505106,0.5765907305577376,7.480000000000002e-05,16.601332426071167,0.057830912,0.14680064
19,1.9387205839157104,1.751905508339405,0.3908091123330715,0.6072270227808326,7.840000000000001e-05,15.41590404510498,0.057830912,0.14680064
20,1.480725646018982,1.7733271971344948,0.4057344854673998,0.6029065200314219,8.200000000000001e-05,15.730710744857788,0.057830912,0.14680064
21,2.0358328819274902,1.5824317838996649,0.4591516103692066,0.6520031421838177,8.560000000000002e-05,11.253999948501587,0.057830912,0.14680064
22,1.7048802375793457,1.5140471048653126,0.48546739984289083,0.6822466614296936,8.920000000000003e-05,14.046318292617798,0.057830912,0.14680064
23,1.8828922510147095,1.377985406666994,0.5153181461115475,0.7003142183817753,9.280000000000002e-05,15.983191013336182,0.057830912,0.14680064
24,1.6318085193634033,1.397724261879921,0.5239591516103692,0.7030636292223095,9.640000000000001e-05,14.933527946472168,0.057830912,0.14680064
25,1.6760543584823608,1.5732412930577993,0.4721131186174391,0.6897093479968578,0.00010000000000000002,16.801532983779907,0.057830912,0.14680064
26,1.0423208475112915,1.305220140516758,0.5455616653574235,0.7344854673998429,9.999676998277918e-05,13.142776489257812,0.057830912,0.14680064
27,1.0332549810409546,1.09357619471848,0.6186174391201885,0.7812254516889238,9.998708035265243e-05,15.67850661277771,0.057830912,0.14680064
28,1.0796325206756592,1.0559422777965666,0.6154752553024352,0.8008641005498822,9.997093237417219e-05,15.765704154968262,0.057830912,0.14680064
29,0.8789237141609192,1.010835150629282,0.6413982717989002,0.7996857816182247,9.994832815474246e-05,13.411778450012207,0.057830912,0.14680064
30,1.0330365896224976,0.9965994616970419,0.6543597800471328,0.8220738413197172,9.991927064434373e-05,11.788463592529297,0.057830912,0.14680064
31,1.1131353378295898,0.9070988679304719,0.6673212882953653,0.8334642576590731,9.988376363514814e-05,10.519156455993652,0.057830912,0.14680064
32,1.0150521993637085,0.8764254653826355,0.6924587588373919,0.8444619010212098,9.984181176102435e-05,13.524116039276123,0.057830912,0.14680064
33,0.91188645362854,0.8276396317407488,0.6963864886095836,0.8507462686567164,9.979342049693306e-05,13.014801979064941,0.057830912,0.14680064
34,0.655961811542511,0.9265646941959857,0.6728201099764336,0.8228593872741555,9.973859615821229e-05,14.703287839889526,0.057830912,0.14680064
35,0.8916246891021729,0.9252479707822203,0.6626080125687352,0.8424980361351139,9.967734589975326e-05,13.942643165588379,0.057830912,0.14680064
36,0.7762066125869751,0.7775671753101051,0.7215239591516104,0.868421052631579,9.960967771506668e-05,9.78728461265564,0.057830912,0.14680064
37,0.29647010564804077,0.7585803462192416,0.7274155538098979,0.8664571877454831,9.953560043523948e-05,15.038005590438843,0.057830912,0.14680064
38,0.5901094675064087,0.7583913202397525,0.7258444619010213,0.8802042419481539,9.945512372778235e-05,11.797341108322144,0.057830912,0.14680064
