epoch,train_loss,val_loss,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,28.697698788564715,2.7297816425561905,0.0001,6.473691940307617,0.252357632,0.826277888
2,2.3163474465979905,2.8710373044013977,0.0001,6.076349258422852,0.25133056,0.826277888
3,2.2977261504188915,2.846411556005478,0.0001,6.259201288223267,0.250049024,0.826277888
4,2.2841195825670586,2.8160843551158905,0.0001,6.361662149429321,0.249966592,0.826277888
5,2.2643065218065606,2.8192269057035446,0.0001,6.474994897842407,0.249307136,0.826277888
6,2.245118989319098,2.777021735906601,0.0001,6.350499629974365,0.251329536,0.826277888
7,2.2042481000306178,2.6937084645032883,0.0001,6.073579788208008,0.249636864,0.826277888
8,2.1398054459055915,2.5086489766836166,0.0001,6.374610185623169,0.251334144,0.826277888
9,2.0355458904485233,2.414208486676216,0.0001,6.325050592422485,0.249719296,0.826277888
10,1.8597665536599082,2.038054920732975,0.0001,6.122004270553589,0.25133312,0.826277888
11,1.6171569746048724,1.608064204454422,0.0001,6.0826640129089355,0.25133312,0.826277888
12,1.3631287441879023,1.4061084985733032,0.0001,6.2161641120910645,0.24980224,0.826277888
13,1.1969132609054691,1.2769354805350304,0.0001,6.539395570755005,0.25133056,0.826277888
14,1.0772733727439505,1.3857306465506554,0.0001,6.169692754745483,0.252357632,0.826277888
15,1.0273861543076936,1.1774532087147236,0.0001,6.8985395431518555,0.250213888,0.826277888
16,0.9608981081696807,1.013838179409504,0.0001,6.4163830280303955,0.249636864,0.826277888
17,0.9503180071955821,1.0913448557257652,0.0001,6.966113805770874,0.249719296,0.826277888
18,0.8855476565048342,1.1767390221357346,0.0001,7.004412412643433,0.249966592,0.826277888
19,0.8675935121833301,0.9800710566341877,0.0001,6.375545501708984,0.251334144,0.826277888
20,0.8566696780626891,1.0908773355185986,0.0001,6.305094957351685,0.250213888,0.826277888
21,0.8371301772164517,1.0602065473794937,0.0001,6.1694135665893555,0.249966592,0.826277888
22,0.8234160268893007,0.9919310361146927,0.0001,6.215229749679565,0.25133056,0.826277888
23,0.7881446431894772,1.0163892693817616,0.0001,6.445423364639282,0.24980224,0.826277888
24,0.8239216775190635,1.0826438628137112,0.0001,7.076907634735107,0.251330048,0.826277888
25,0.7690640629314985,1.0259871929883957,0.0001,6.683337688446045,0.249554432,0.826277888
26,0.7441518472843482,1.0689831674098969,0.0001,6.336809873580933,0.251332608,0.826277888
27,0.7262958483617814,0.907091774046421,0.0001,6.2665557861328125,0.25133312,0.826277888
28,0.679172761127597,0.8670000433921814,0.0001,6.076520681381226,0.251331584,0.826277888
29,0.6131266580253351,0.7876280248165131,0.0001,6.08134913444519,0.250213888,0.826277888
30,0.4161982160122668,0.3199139009229839,0.0001,6.0669097900390625,0.249389568,0.826277888
31,0.2923333102562388,0.20920233894139528,0.0001,6.388184309005737,0.250131456,0.826277888
32,0.24623084153796806,0.19997726764995605,0.0001,6.233274221420288,0.251331584,0.826277888
33,0.46881246053781667,0.4403685829602182,0.0001,6.478452444076538,0.251329024,0.826277888
34,0.5639772507988039,1.6506087183952332,0.0001,6.459134101867676,0.250131456,0.826277888
35,1.0066016062361296,1.1639481112360954,0.0001,6.608757257461548,0.251329024,0.826277888
36,0.8800736450758136,1.3137973360717297,0.0001,6.3961851596832275,0.249636864,0.826277888
37,0.7379626240886625,0.949498325586319,0.0001,6.3480260372161865,0.250131456,0.826277888
38,0.6516435302671839,0.7759635373950005,0.0001,6.138705015182495,0.24980224,0.826277888
39,0.6264741855566619,0.9083438590168953,0.0001,6.169682502746582,0.249636864,0.826277888
40,0.5679229805704022,0.9690318778157234,0.0001,6.386703968048096,0.24980224,0.826277888
41,0.4750833203558062,0.4342507543042302,0.0001,6.424772262573242,0.250213888,0.826277888
42,0.37626518382400764,0.7901470130309463,0.0001,6.275361061096191,0.25133056,0.826277888
43,0.2762888619889978,0.22498462698422372,0.0001,6.525492429733276,0.251329536,0.826277888
44,0.16415742180142245,0.22960931807756424,0.0001,6.229504823684692,0.24922368,0.826277888
45,0.11583572149765296,0.20757255487842485,0.0001,6.077519416809082,0.24988416,0.826277888
46,0.09435418242069542,0.10752398797194473,0.0001,6.089121580123901,0.251615744,0.826277888
47,0.1013230993488773,0.1421691151917912,0.0001,6.148444890975952,0.251334144,0.826277888
48,0.07886779549546906,0.20154410257237032,0.0001,6.560303688049316,0.251334656,0.826277888
49,0.07823102652538018,0.1354651469446253,0.0001,6.463836669921875,0.251330048,0.826277888
50,0.04084217302562272,0.09897402187925763,0.0001,6.334313869476318,0.250213888,0.826277888
51,0.025779868796712062,0.14725411556719337,0.0001,6.308022737503052,0.251329536,0.826277888
52,0.02294190461579405,0.09954782154090935,0.0001,6.143693208694458,0.25133312,0.826277888
53,0.022178701613648016,0.13839324105356354,0.0001,6.109046459197998,0.251451392,0.826277888
54,0.050945467254543894,0.14467818605771754,0.0001,6.0710673332214355,0.24980224,0.826277888
55,0.02879193435865836,0.10736906457168516,0.0001,6.556029558181763,0.251330048,0.826277888
56,0.03304157850378361,0.12378198931037332,0.0001,6.659415245056152,0.249719296,0.826277888
57,0.14879382803242225,0.4477743860334158,0.0001,6.578601598739624,0.250049024,0.826277888
58,0.1576496642693633,0.8961156613659114,0.0001,6.830216407775879,0.25133312,0.826277888
59,0.23113850159112548,0.1388294855132699,0.0001,6.650637626647949,0.251330048,0.826277888
60,0.051779545599319896,0.1556395448569674,0.0001,6.143728971481323,0.250049024,0.826277888
61,0.034754452562784074,0.14144230431702454,0.0001,6.3448326587677,0.251329536,0.826277888
62,0.03705991311456825,0.11281855241395533,0.0001,6.196853399276733,0.249719296,0.826277888
63,0.01711664026694708,0.20092296213988448,0.0001,6.355510950088501,0.24988416,0.826277888
64,0.017467365302450834,0.1519013545330381,0.0001,6.269674777984619,0.251329536,0.826277888
65,0.018875426551724066,0.06475871969814762,0.0001,6.350768327713013,0.249472,0.826277888
66,0.0798233496635908,0.18207311735022813,0.0001,6.385886907577515,0.251329024,0.826277888
