epoch,train_loss,val_loss,lr,epoch_time,gpu_memory_allocated,gpu_memory_reserved
1,252.38392830786304,6.244717297730623,4.3499999999999993e-05,9.321348667144775,0.040198144,0.79691776
2,4.920352962529548,5.5075103618480545,5.699999999999999e-05,9.072045087814331,0.040320512,0.79691776
3,4.674742507043286,5.287646099373147,7.049999999999999e-05,8.92041540145874,0.040403456,0.79691776
4,4.544933488435834,5.2872335116068525,8.399999999999998e-05,8.923742055892944,0.040403456,0.799014912
5,4.384333463472741,5.136883982905635,9.749999999999998e-05,8.91241717338562,0.04024576,0.79691776
6,4.160188282761618,4.829957396895797,0.00011099999999999997,8.896711587905884,0.040254464,0.79691776
7,3.929078826280398,4.804582966698541,0.0001245,8.904723405838013,0.040338432,0.799014912
8,3.725103768232827,4.323146996674715,0.000138,9.023118257522583,0.040236544,0.79691776
9,3.5520121917546352,3.8526096520600497,0.0001515,8.922794342041016,0.040198144,0.79691776
10,3.4180466282033475,4.192690036914967,0.000165,8.925457000732422,0.040198144,0.79691776
11,3.2657928422232656,3.479942692650689,0.0001785,8.91856575012207,0.040198144,0.79691776
12,3.119193611858047,4.056597956904659,0.000192,9.032845973968506,0.04024576,0.799014912
13,2.9642455889799884,3.5575271624105946,0.0002055,8.97836947441101,0.040198144,0.79691776
14,2.850632562815586,3.6266600820753307,0.000219,8.958320379257202,0.040218112,0.799014912
15,2.729872382689859,2.985107280589916,0.0002325,8.903478145599365,0.040208896,0.79691776
16,2.6298201396086505,3.1815724814379656,0.000246,8.943447828292847,0.04024576,0.79691776
17,2.506969209029296,2.8626788987053766,0.0002595,8.904253959655762,0.040236544,0.79691776
18,2.4196874582878896,2.9520120885637073,0.000273,8.915791988372803,0.04045056,0.799014912
19,2.3272736362207715,2.5426094708619296,0.0002865,8.939446926116943,0.040301568,0.799014912
20,2.2764051450747194,2.711970426418163,0.00030000000000000003,8.91119933128357,0.040562176,0.799014912
21,2.1772818197713835,2.641062824814408,0.0002988290331452,8.937817335128784,0.040403456,0.79691776
22,2.135116937004517,2.2960727038206876,0.00029533459942760175,8.991305351257324,0.040236544,0.799014912
23,2.0882977626034034,2.3458209302690296,0.0002895718081544054,8.922595024108887,0.040198144,0.79691776
24,2.035191212859109,2.1964872678120932,0.0002816315419865138,8.903460264205933,0.040394752,0.79691776
25,1.9181545839131435,2.1480782252770885,0.00027163902366467976,8.970456838607788,0.040310784,0.799014912
26,1.8635233072476967,2.510964773319386,0.00025975184117207965,9.106451988220215,0.040236544,0.79691776
27,1.8203546644371247,1.8276135082598086,0.00024615746247768044,9.060706377029419,0.040347136,0.799014912
28,1.6985499803150925,1.4960742747342144,0.000231070279054381,9.02943229675293,0.040226816,0.79691776
29,1.6345888476505457,1.4778704599097923,0.0002147282247974133,8.979352712631226,0.040218112,0.79691776
30,1.547780715416525,1.4818417187090274,0.0001973890236646797,8.926465034484863,0.040218112,0.79691776
31,1.5199647807629308,1.5083771899894431,0.00017932612521598013,8.945870161056519,0.040375808,0.79691776
32,1.463092004027322,1.610219019430655,0.00016082439215010306,8.930276870727539,0.040254464,0.79691776
33,1.4682175199562144,1.2299967783468742,0.000142175607849897,9.0769362449646,0.040375808,0.79691776
34,1.3376065726592161,1.287341453410961,0.00012367387478401991,8.923953294754028,0.040357888,0.79691776
35,1.3207597754826055,1.2293794243424028,0.00010561097633532037,9.001155138015747,0.040329216,0.799014912
36,1.27245232769262,1.1065002503218475,8.827177520258672e-05,9.02475380897522,0.040198144,0.79691776
37,1.2704023055941145,1.0351132485601637,7.192972094561897e-05,9.02038836479187,0.040403456,0.79691776
38,1.1847626483328988,1.0279411452787894,5.6842537522319565e-05,8.970781803131104,0.040385536,0.79691776
39,1.1909920155444993,1.0786144887959515,4.324815882792041e-05,9.28255319595337,0.040218112,0.79691776
40,1.1739574904753782,1.0696033636728923,3.1360976335320314e-05,8.976063013076782,0.040218112,0.799014912
41,1.0830908880055508,1.0402398683406688,2.1368458013486254e-05,9.026677131652832,0.040208896,0.799014912
42,1.0514531932144522,0.9746067082440412,1.3428191845594673e-05,9.072628259658813,0.040469504,0.79691776
43,1.0288887174330026,0.9750611208103321,7.6654005723983e-06,9.021570682525635,0.040367104,0.799014912
44,1.0103267932606634,0.9223505148181209,4.170966854800051e-06,8.929215908050537,0.040208896,0.79691776
45,0.991211676151953,0.9256061602521826,2.9999999999999997e-06,8.909627676010132,0.040320512,0.79691776
